PSU Readback Voltage,PSU Readback Current,PSU Voltage Set,Load Current Set,DMM Voltage Measured,key,Programming/Voltage Absolute Error (V),Relative/Voltage Percentage Error (%),PSU Readback Voltage Error (V),PSU Readback Voltage Percentage Error (%)
10.99827,7.000261,11.0,7.0,10.9990959,6,-0.0009040999999996302,-0.0009040999999996302,-0.0008259000000006012,-0.0008259000000006012
11.99964,7.000261,12.0,7.0,11.999756,6,-0.00024400000000035504,-0.00024400000000035504,-0.00011600000000022703,-0.00011600000000022703
13.00001,7.000261,13.0,7.0,13.000494,6,0.0004939999999997724,0.0004939999999997724,-0.000484000000000151,-0.000484000000000151
13.99839,7.000586,14.0,7.0,13.9991507,6,-0.0008493000000004969,-0.0008493000000004969,-0.0007606999999989483,-0.0007606999999989483
14.99881,7.000586,15.0,7.0,14.9997591,6,-0.00024089999999965528,-0.00024089999999965528,-0.000949099999999703,-0.000949099999999703
16.00026,7.000261,16.0,7.0,16.0003649,6,0.00036490000000100054,0.00036490000000100054,-0.0001049000000001854,-0.0001049000000001854
16.9987,7.000586,17.0,7.0,16.9990015,6,-0.0009985000000014566,-0.0009985000000014566,-0.0003014999999990664,-0.0003014999999990664
17.99918,7.000586,18.0,7.0,17.9995092,6,-0.0004908000000014567,-0.0004908000000014567,-0.00032919999999947436,-0.00032919999999947436
18.99968,7.000586,19.0,7.0,19.0000312,6,3.119999999867673e-05,3.119999999867673e-05,-0.0003511999999972204,-0.0003511999999972204
20.00121,7.000586,20.0,7.0,20.0005709,6,0.0005708999999995967,0.0005708999999995967,0.0006391000000007807,0.0006391000000007807
20.99973,7.000586,21.0,7.0,20.9991921,6,-0.0008079000000016379,-0.0008079000000016379,0.0005379000000012013,0.0005379000000012013
22.0003,7.000261,22.0,7.0,21.9996491,6,-0.00035090000000082,-0.00035090000000082,0.0006509000000001208,0.0006509000000001208
1.000936,8.000894,1.0,8.0,1.0001026,7,0.00010259999999995273,0.00010259999999995273,0.0008334000000000952,0.0008334000000000952
2.000071,8.000894,2.0,8.0,2.0004302,7,0.00043019999999982517,0.00043019999999982517,-0.0003591999999996709,-0.0003591999999996709
2.998217,8.000894,3.0,8.0,2.99889333,7,-0.0011066699999999763,-0.0011066699999999763,-0.0006763300000001138,-0.0006763300000001138
3.999412,8.001219,4.0,8.0,3.99935439,7,-0.0006456099999998521,-0.0006456099999998521,5.7609999999819195e-05,5.7609999999819195e-05
4.999619,8.001219,5.0,8.0,4.99982832,7,-0.00017168000000022943,-0.00017168000000022943,-0.00020931999999973527,-0.00020931999999973527
5.999847,8.001219,6.0,8.0,6.00027328,7,0.0002732800000000424,0.0002732800000000424,-0.0004262800000001121,-0.0004262800000001121
6.998078,8.001219,7.0,8.0,6.99885482,7,-0.0011451799999999679,-0.0011451799999999679,-0.0007768200000004555,-0.0007768200000004555
7.998348,8.001219,8.0,8.0,7.99936031,7,-0.0006396899999998595,-0.0006396899999998595,-0.0010123100000001273,-0.0010123100000001273
8.999648,8.001219,9.0,8.0,8.99987874,7,-0.00012126000000023396,-0.00012126000000023396,-0.0002307399999992299,-0.0002307399999992299
9.997941,8.001219,10.0,8.0,9.99857051,7,-0.0014294899999995891,-0.0014294899999995891,-0.0006295099999995557,-0.0006295099999995557
10.99827,8.001219,11.0,8.0,10.9990962,7,-0.0009037999999996771,-0.0009037999999996771,-0.0008262000000005543,-0.0008262000000005543
11.99863,8.001543,12.0,8.0,11.9997191,7,-0.0002808999999999173,-0.0002808999999999173,-0.001089099999999732,-0.001089099999999732
13.00001,8.001219,13.0,8.0,13.000504,7,0.0005039999999993938,0.0005039999999993938,-0.0004939999999997724,-0.0004939999999997724
13.99839,8.001543,14.0,8.0,13.9991384,7,-0.000861600000000351,-0.000861600000000351,-0.0007483999999990942,-0.0007483999999990942
14.99982,8.001219,15.0,8.0,14.9997532,7,-0.00024679999999932534,-0.00024679999999932534,6.67999999990343e-05,6.67999999990343e-05
16.00026,8.001219,16.0,8.0,16.0002907,7,0.00029070000000075424,0.00029070000000075424,-3.069999999993911e-05,-3.069999999993911e-05
16.9987,8.001543,17.0,8.0,16.9988941,7,-0.0011058999999988828,-0.0011058999999988828,-0.00019410000000164018,-0.00019410000000164018
17.99918,8.001543,18.0,8.0,17.9994319,7,-0.0005680999999988501,-0.0005680999999988501,-0.000251900000002081,-0.000251900000002081
18.99968,8.001219,19.0,8.0,19.0000225,7,2.250000000003638e-05,2.250000000003638e-05,-0.00034249999999858005,-0.00034249999999858005
20.0002,8.001543,20.0,8.0,20.0004975,7,0.0004975000000015939,0.0004975000000015939,-0.00029750000000206,-0.00029750000000206
1.000936,9.002159,1.0,9.0,1.00016709,8,0.00016708999999992535,0.00016708999999992535,0.0007689100000001226,0.0007689100000001226
2.000071,9.002159,2.0,9.0,2.00040484,8,0.0004048399999998509,0.0004048399999998509,-0.0003338399999996966,-0.0003338399999996966
2.999226,9.002159,3.0,9.0,2.99890699,8,-0.0010930099999999499,-0.0010930099999999499,0.0003190100000001195,0.0003190100000001195
3.998403,9.002159,4.0,9.0,3.99934591,8,-0.0006540899999998295,-0.0006540899999998295,-0.000942910000000019,-0.000942910000000019
4.99861,9.002483,5.0,9.0,4.99976806,8,-0.00023193999999993054,-0.00023193999999993054,-0.0011580599999998498,-0.0011580599999998498
5.999847,9.002483,6.0,9.0,6.00025786,8,0.00025785999999961007,0.00025785999999961007,-0.0004108599999996798,-0.0004108599999996798
6.998078,9.002483,7.0,9.0,6.9988763,8,-0.0011236999999999497,-0.0011236999999999497,-0.0007983000000004736,-0.0007983000000004736
7.998348,9.002483,8.0,9.0,7.99936938,8,-0.0006306199999999151,-0.0006306199999999151,-0.0010213800000000717,-0.0010213800000000717
8.998638,9.002159,9.0,9.0,8.99992566,8,-7.433999999939545e-05,-7.433999999939545e-05,-0.001287660000000912,-0.001287660000000912
9.997941,9.002159,10.0,9.0,9.99849959,8,-0.0015004100000002296,-0.0015004100000002296,-0.0005585899999989152,-0.0005585899999989152
10.99827,9.002483,11.0,9.0,10.999059,8,-0.0009409999999991925,-0.0009409999999991925,-0.0007890000000010389,-0.0007890000000010389
11.99964,9.002483,12.0,9.0,11.9996342,8,-0.0003658000000008599,-0.0003658000000008599,5.800000000277805e-06,5.800000000277805e-06
13.00001,9.002483,13.0,9.0,13.0005095,8,0.0005094999999997185,0.0005094999999997185,-0.0004995000000000971,-0.0004995000000000971
13.99839,9.002483,14.0,9.0,13.9991068,8,-0.0008932000000001494,-0.0008932000000001494,-0.0007167999999992958,-0.0007167999999992958
14.99881,9.002483,15.0,9.0,14.9997034,8,-0.0002966000000004243,-0.0002966000000004243,-0.0008933999999989339,-0.0008933999999989339
16.00026,9.002483,16.0,9.0,16.0003347,8,0.00033469999999979905,0.00033469999999979905,-7.469999999898391e-05,-7.469999999898391e-05
16.9987,9.002159,17.0,9.0,16.9989002,8,-0.0010997999999986519,-0.0010997999999986519,-0.0002002000000018711,-0.0002002000000018711
1.000936,10.00308,1.0,10.0,1.00014328,9,0.0001432800000000789,0.0001432800000000789,0.000792719999999969,0.000792719999999969
2.000071,10.00341,2.0,10.0,2.00039076,9,0.00039076000000015654,0.00039076000000015654,-0.00031976000000000226,-0.00031976000000000226
2.998217,10.00341,3.0,10.0,2.99888404,9,-0.001115959999999916,-0.001115959999999916,-0.0006670400000001742,-0.0006670400000001742
3.998403,10.00341,4.0,10.0,3.99931382,9,-0.0006861800000002027,-0.0006861800000002027,-0.0009108199999996458,-0.0009108199999996458
4.99861,10.00341,5.0,10.0,4.99979335,9,-0.0002066499999999749,-0.0002066499999999749,-0.0011833499999998054,-0.0011833499999998054
5.999847,10.00341,6.0,10.0,6.0002504,9,0.0002503999999996509,0.0002503999999996509,-0.00040339999999972065,-0.00040339999999972065
6.998078,10.00341,7.0,10.0,6.99882776,9,-0.0011722399999998245,-0.0011722399999998245,-0.0007497600000005988,-0.0007497600000005988
7.998348,10.00341,8.0,10.0,7.99935131,9,-0.0006486900000002294,-0.0006486900000002294,-0.0010033099999997575,-0.0010033099999997575
8.999648,10.00341,9.0,10.0,8.999929,9,-7.100000000015427e-05,-7.100000000015427e-05,-0.0002809999999993096,-0.0002809999999993096
9.997941,10.00373,10.0,10.0,9.99847781,9,-0.0015221899999993127,-0.0015221899999993127,-0.0005368099999998321,-0.0005368099999998321
10.99827,10.00341,11.0,10.0,10.9990819,9,-0.0009180999999998107,-0.0009180999999998107,-0.0008119000000004206,-0.0008119000000004206
11.99863,10.00373,12.0,10.0,11.9996799,9,-0.0003200999999997123,-0.0003200999999997123,-0.001049899999999937,-0.001049899999999937
13.00001,10.00373,13.0,10.0,13.0004969,9,0.0004968999999999113,0.0004968999999999113,-0.0004869000000002899,-0.0004869000000002899
13.99839,10.00373,14.0,10.0,13.9991197,9,-0.0008803000000003891,-0.0008803000000003891,-0.0007296999999990561,-0.0007296999999990561
14.99881,10.00373,15.0,10.0,14.9996527,9,-0.00034729999999960626,-0.00034729999999960626,-0.000842699999999752,-0.000842699999999752
16.00026,10.00373,16.0,10.0,16.000234,9,0.00023399999999895726,0.00023399999999895726,2.600000000185787e-05,2.600000000185787e-05
